SAMPLE	output.r2.means.P3	output.i.means.P3	output.r.means.P3	output.e.means.P3	output.f.means.P3	output.c.means.P3	output.vc.means.P3	ymin.r2.P3	ymin.i.P3	ymin.r.P3	ymin.e.P3	ymin.f.P3	ymin.c.P3	ymin.vc.P3	ymax.r2.P3	ymax.i.P3	ymax.r.P3	ymax.e.P3	ymax.f.P3	ymax.c.P3	ymax.vc.P3	output.r2.means.P2	output.i.means.P2	output.r.means.P2	output.e.means.P2	output.f.means.P2	output.c.means.P2	output.vc.means.P2	ymin.r2.P2	ymin.i.P2	ymin.r.P2	ymin.e.P2	ymin.f.P2	ymin.c.P2	ymin.vc.P2	ymax.r2.P2	ymax.i.P2	ymax.r.P2	ymax.e.P2	ymax.f.P2	ymax.c.P2	ymax.vc.P2	output.r2.means.P1	output.i.means.P1	output.r.means.P1	output.e.means.P1	output.f.means.P1	output.c.means.P1	output.vc.means.P1	ymin.r2.P1	ymin.i.P1	ymin.r.P1	ymin.e.P1	ymin.f.P1	ymin.c.P1	ymin.vc.P1	ymax.r2.P1	ymax.i.P1	ymax.r.P1	ymax.e.P1	ymax.f.P1	ymax.c.P1	ymax.vc.P1	output.r2.means.P4	output.i.means.P4	output.r.means.P4	output.e.means.P4	output.f.means.P4	output.c.means.P4	output.vc.means.P4	ymin.r2.P4	ymin.i.P4	ymin.r.P4	ymin.e.P4	ymin.f.P4	ymin.c.P4	ymin.vc.P4	ymax.r2.P4	ymax.i.P4	ymax.r.P4	ymax.e.P4	ymax.f.P4	ymax.c.P4	ymax.vc.P4
76	0.179209309	0.806335841	0.810811192	0.545174988	0.654071983	0.086389347	0.205450747	0.135788097	0.769295225	0.6073131	0.456117596	0.608204422	0.072016898	0.159012573	0.222630521	0.843376457	1.014309285	0.634232379	0.699939544	0.100761797	0.251888921	0.178496958	0.804473324	0.797346426	0.549161823	0.658088967	0.088995686	0.196671316	0.133350334	0.76188538	0.598378374	0.466371895	0.610901257	0.073328382	0.149505524	0.223643583	0.847061268	0.996314478	0.631951752	0.705276677	0.10466299	0.243837107	0.178295869	0.804332269	0.828745832	0.550497278	0.65517389	0.08824824	0.19514809	0.132486464	0.763252044	0.642908541	0.475098057	0.609997969	0.075036572	0.14716858	0.224105274	0.845412494	1.014583123	0.6258965	0.700349812	0.101459907	0.2431276	0.178723956	0.807563191	0.818655133	0.546503118	0.655483923	0.087142674	0.19877977	0.13420999	0.771002279	0.631332532	0.458557468	0.607263739	0.073368733	0.14909199	0.223237921	0.844124103	1.005977735	0.634448767	0.703704107	0.100916615	0.248467549
77	0.176973218	0.806585969	0.795395098	0.545768965	0.660405296	0.087264682	0.1972292	0.131128603	0.76488152	0.625827095	0.467671472	0.617637623	0.073161758	0.150889101	0.222817833	0.848290418	0.964963101	0.623866458	0.703172969	0.101367607	0.243569299	0.177992	0.805186928	0.793495679	0.554256579	0.657322868	0.08913217	0.199098663	0.134806831	0.766345003	0.625200183	0.472814486	0.608529669	0.074974579	0.145226937	0.221177168	0.844028852	0.961791175	0.635698671	0.706116066	0.103289761	0.252970389	0.178867047	0.807416661	0.826359796	0.5582537	0.656985322	0.088024556	0.197820983	0.138968888	0.768616943	0.644872702	0.483620425	0.607962146	0.074821108	0.145028292	0.218765207	0.84621638	1.00784689	0.632886975	0.706008499	0.101228005	0.250613674	0.178531973	0.807123084	0.817795033	0.546667029	0.656054302	0.087355795	0.198439976	0.134555185	0.770260885	0.631950617	0.459561155	0.608112836	0.073625538	0.149439166	0.222508761	0.843985283	1.003639448	0.633772903	0.703995767	0.101086052	0.247440786
78	0.176208906	0.807086846	0.771153472	0.548272778	0.656942091	0.087018805	0.202921622	0.127444019	0.774595922	0.634242841	0.460611677	0.607318069	0.07367662	0.148287843	0.224973793	0.839577769	0.908064103	0.635933879	0.706566113	0.100360989	0.257555401	0.179236504	0.804949504	0.813505454	0.5454844	0.655027267	0.088046182	0.200523652	0.137607373	0.76695812	0.606823656	0.464643825	0.606101324	0.073937621	0.148258416	0.220865635	0.842940888	1.020187253	0.626324975	0.70395321	0.102154743	0.252788887	0.180822644	0.806828974	0.826434963	0.546103665	0.662818515	0.0880188	0.197560103	0.139640953	0.768102482	0.644631573	0.444637451	0.609291415	0.072997422	0.151854013	0.222004336	0.845555466	1.008238353	0.647569878	0.716345615	0.103040178	0.243266192	0.178547315	0.806939425	0.818428216	0.546287428	0.656086049	0.087369919	0.198500348	0.134537479	0.770661771	0.634775353	0.460094949	0.608569336	0.073779086	0.150023415	0.222557152	0.843217079	1.00208108	0.632479907	0.703602763	0.100960753	0.246977282
79	0.178096548	0.805905383	0.793555406	0.547562336	0.653197131	0.087162015	0.200826961	0.135001125	0.767091533	0.62761076	0.467650422	0.607728004	0.073350799	0.150732345	0.22119197	0.844719233	0.959500053	0.627474249	0.698666258	0.100973232	0.250921577	0.179676608	0.805804717	0.807977502	0.552796606	0.656353007	0.088837819	0.20252398	0.137575154	0.765095551	0.643827264	0.470887587	0.60782618	0.076356516	0.153138648	0.221778062	0.846513883	0.97212774	0.634705625	0.704879833	0.101319123	0.251909312	0.181765674	0.804944062	0.826402004	0.549439975	0.656345274	0.088758496	0.200363687	0.135328229	0.767416073	0.642299545	0.467422481	0.611581464	0.075930549	0.156136262	0.228203119	0.84247205	1.010504462	0.631457469	0.701109084	0.101586442	0.244591113	0.178394458	0.806702445	0.817226535	0.546430792	0.656308581	0.087616767	0.19837427	0.134294309	0.770577849	0.634481277	0.459872544	0.608385403	0.073929177	0.150017053	0.222494606	0.842827041	0.999971793	0.632989039	0.704231759	0.101304358	0.246731486
80	0.178007954	0.806797252	0.811722061	0.548949794	0.658060626	0.08750286	0.209426533	0.137111194	0.767389005	0.613509906	0.465490442	0.606786059	0.072874304	0.159546391	0.218904715	0.8462055	1.009934215	0.632409146	0.709335194	0.102131416	0.259306675	0.177070908	0.803683161	0.79551919	0.538524252	0.660708953	0.088242171	0.19819457	0.130173707	0.771250252	0.622609479	0.463583073	0.611645936	0.07331965	0.148450856	0.223968108	0.83611607	0.9684289	0.61346543	0.70977197	0.103164693	0.247938284	0.178125842	0.80317382	0.83309552	0.556057145	0.660007186	0.088992969	0.197626302	0.13352341	0.763539437	0.661294	0.471979798	0.615561012	0.075261102	0.151064773	0.222728275	0.842808204	1.00489704	0.640134492	0.704453359	0.102724837	0.244187832	0.178470879	0.806581251	0.81803799	0.546427365	0.656590238	0.087648786	0.198214757	0.134905883	0.770719891	0.635815393	0.460618683	0.60947325	0.074151765	0.15005062	0.222035874	0.842442611	1.000260587	0.632236047	0.703707227	0.101145806	0.246378895
81	0.173916765	0.8040881	0.781720253	0.546398318	0.656291972	0.087915647	0.202624954	0.134671453	0.772087283	0.604415687	0.449225118	0.609614004	0.073878026	0.1559491	0.213162077	0.836088917	0.95902482	0.643571517	0.70296994	0.101953269	0.249300808	0.17805215	0.802937571	0.814352418	0.553216801	0.658167029	0.089241472	0.198646315	0.130167925	0.765604758	0.625310201	0.45437513	0.611837886	0.075523728	0.148089458	0.225936374	0.840270383	1.003394635	0.652058472	0.704496173	0.102959215	0.249203172	0.180441829	0.804965144	0.822987058	0.550157039	0.659470558	0.088023743	0.192727224	0.139504828	0.770864485	0.631833119	0.452208413	0.6119903	0.074284605	0.14723815	0.221378831	0.839065802	1.014140997	0.648105665	0.706950817	0.101762881	0.238216297	0.178506972	0.806200733	0.818221562	0.546289036	0.656369537	0.087817747	0.197980048	0.135382534	0.770480611	0.635232688	0.460429645	0.60969576	0.074471623	0.1503526	0.22163141	0.841920854	1.001210436	0.632148426	0.703043314	0.101163872	0.245607497
82	0.181670647	0.8047539	0.794170483	0.548274448	0.657147622	0.088743127	0.203621298	0.139701146	0.769354352	0.618149644	0.47240254	0.607762921	0.074539871	0.158436535	0.223640148	0.840153448	0.970191323	0.624146356	0.706532323	0.102946384	0.248806061	0.178923096	0.807815368	0.799564639	0.554004191	0.655347126	0.088438716	0.202889583	0.138722598	0.774292979	0.632396383	0.47041073	0.606442417	0.074264583	0.153286851	0.219123594	0.841337756	0.966732894	0.637597652	0.704251836	0.10261285	0.252492315	0.179302763	0.80789341	0.824682423	0.553459707	0.659090877	0.086500704	0.195047068	0.138102681	0.772585183	0.644924702	0.47384114	0.609786122	0.073663631	0.149546733	0.220502845	0.843201636	1.004440144	0.633078273	0.708395633	0.099337778	0.240547403	0.178230214	0.806184881	0.81630508	0.546646917	0.656935288	0.088007008	0.198083093	0.135360313	0.77112379	0.63621995	0.462036	0.610224004	0.07471614	0.150354663	0.221100115	0.841245972	0.99639021	0.631257835	0.703646571	0.101297877	0.245811524
83	0.18031445	0.806374293	0.797606104	0.555945369	0.659941496	0.088290273	0.202699767	0.137126766	0.772258765	0.630550801	0.475473077	0.616986983	0.074954905	0.157069264	0.223502134	0.840489821	0.964661408	0.636417662	0.702896009	0.101625641	0.248330271	0.177251902	0.801589155	0.809685645	0.543386934	0.658025974	0.089788258	0.203041566	0.133346683	0.763656005	0.638002387	0.446780703	0.61132813	0.076286456	0.141594612	0.221157121	0.839522305	0.981368904	0.639993165	0.704723817	0.103290061	0.264488519	0.178680581	0.805972592	0.817304362	0.549093118	0.66243287	0.088227383	0.191347757	0.135425857	0.769182321	0.635261795	0.462704662	0.614695446	0.074989772	0.146444246	0.221935305	0.842762864	0.999346929	0.635481574	0.710170293	0.101464994	0.236251268	0.177963293	0.805665284	0.815811463	0.546384798	0.657192917	0.088217149	0.197908185	0.135052033	0.770720368	0.635937398	0.461457845	0.610537615	0.074968327	0.150554495	0.220874553	0.840610201	0.995685529	0.631311752	0.703848219	0.10146597	0.245261875
84	0.178808167	0.807247876	0.803958212	0.541436832	0.66000719	0.089003882	0.206762942	0.132910529	0.772147094	0.627549092	0.456214879	0.616643967	0.075560854	0.149338448	0.224705805	0.842348658	0.980367333	0.626658786	0.703370413	0.102446911	0.264187436	0.180608924	0.805038335	0.793398892	0.549946673	0.656556065	0.08887728	0.203246863	0.139261711	0.765346427	0.60256457	0.467923369	0.606020161	0.076361327	0.159069901	0.221956137	0.844730244	0.984233214	0.631969976	0.707091968	0.101393233	0.247423825	0.177873425	0.806307684	0.811951636	0.539668837	0.661387159	0.087406639	0.196942045	0.13634438	0.764761526	0.65428676	0.455773126	0.620353019	0.075754128	0.14837979	0.21940247	0.847853842	0.969616512	0.623564548	0.702421299	0.09905915	0.2455043	0.178056745	0.805406407	0.815515176	0.546332935	0.657224757	0.088284902	0.197846433	0.13549894	0.770691374	0.637140135	0.462545697	0.61103544	0.075116563	0.150617693	0.22061455	0.84012144	0.993890217	0.630120173	0.703414074	0.101453242	0.245075173
85	0.177300064	0.803271581	0.796875155	0.543033743	0.656626511	0.088494307	0.201039655	0.131084558	0.77213947	0.611553577	0.462391294	0.610118539	0.074013429	0.148096671	0.223515569	0.834403691	0.982196732	0.623676193	0.703134483	0.102975185	0.253982639	0.178830192	0.803967367	0.787224014	0.547965778	0.65880911	0.089621428	0.202021084	0.136069318	0.771061555	0.617580762	0.463254806	0.618671712	0.075943462	0.152173352	0.221591066	0.836873178	0.956867266	0.632676749	0.698946508	0.103299394	0.251868815	0.179364721	0.803104576	0.814237734	0.547406655	0.661063239	0.08795106	0.194067546	0.137941056	0.766238603	0.627887086	0.467548661	0.619920117	0.074491219	0.14698342	0.220788386	0.839970549	1.000588382	0.62726465	0.70220636	0.1014109	0.241151671	0.177591616	0.805126536	0.815510569	0.546565783	0.657323953	0.088400702	0.197591787	0.135570097	0.770353492	0.639747673	0.463673327	0.611145637	0.075267815	0.150777936	0.219613134	0.839899581	0.991273465	0.62945824	0.703502269	0.101533589	0.244405639
86	0.176425671	0.803922027	0.796835249	0.555489782	0.657655074	0.08838254	0.200271834	0.131554091	0.771456966	0.636305508	0.470353294	0.608983689	0.075288074	0.145981869	0.22129725	0.836387089	0.95736499	0.640626271	0.70632646	0.101477005	0.254561798	0.179711982	0.804011216	0.809816838	0.547688461	0.657656141	0.089076903	0.197449625	0.136438025	0.767892702	0.611563851	0.466210882	0.607793338	0.075073407	0.145944956	0.22298594	0.84012973	1.008069825	0.62916604	0.707518945	0.103080399	0.248954295	0.176665104	0.805590047	0.829793083	0.54674433	0.656978826	0.088662256	0.192587051	0.135073004	0.767404222	0.653122876	0.467169724	0.605506185	0.073092289	0.144396981	0.218257204	0.843775873	1.00646329	0.626318936	0.708451467	0.104232224	0.24077712	0.177540744	0.805275132	0.816798537	0.546645141	0.657375865	0.088525575	0.197670983	0.135676174	0.770590638	0.640015921	0.46369414	0.611139467	0.075441938	0.151053085	0.219405313	0.839959626	0.993581153	0.629596141	0.703612263	0.101609213	0.244288881
87	0.171957965	0.801724693	0.795310872	0.551063405	0.657160497	0.089233529	0.197644571	0.132348426	0.766774646	0.637443055	0.468750039	0.609347617	0.076737781	0.153507885	0.211567503	0.836674739	0.95317869	0.633376772	0.704973378	0.101729277	0.241781257	0.173439653	0.803451544	0.792649556	0.54469599	0.662174793	0.088706385	0.198015094	0.137082099	0.76576982	0.635975153	0.462361648	0.619245756	0.07427413	0.1493127	0.209797207	0.841133268	0.94932396	0.627030332	0.70510383	0.103138641	0.246717487	0.181188033	0.803994362	0.805551096	0.54635345	0.661318641	0.08911499	0.198361011	0.139005192	0.772047961	0.643833397	0.456758931	0.617176665	0.075871373	0.152138266	0.223370874	0.835940762	0.967268796	0.635947968	0.705460617	0.102358606	0.244583757	0.177447023	0.804640336	0.816045529	0.546566808	0.657200335	0.08868583	0.197387071	0.136370965	0.77010763	0.639939495	0.464394652	0.611204384	0.075720567	0.151460492	0.218523081	0.839173041	0.992151563	0.628738963	0.703196286	0.101651092	0.243313649
88	0.179754438	0.803356217	0.790211694	0.553837225	0.65528823	0.088486874	0.203374538	0.142305459	0.765865108	0.633045821	0.474406616	0.603570427	0.074936204	0.150884774	0.217203417	0.840847327	0.947377566	0.633267833	0.707006032	0.102037543	0.255864303	0.182286794	0.806360294	0.801510529	0.547827893	0.660860453	0.090341936	0.202272991	0.135533285	0.772034447	0.615574577	0.462821141	0.616981131	0.075862955	0.151028747	0.229040303	0.84068614	0.987446482	0.632834644	0.704739776	0.104820917	0.253517235	0.177588669	0.800940699	0.828305166	0.54818105	0.660826066	0.090006408	0.198238186	0.142384225	0.765536019	0.652883194	0.467070784	0.620775754	0.076714524	0.148986445	0.212793114	0.83634538	1.003727138	0.629291315	0.700876377	0.103298291	0.247489927	0.177554737	0.80442791	0.815891001	0.54643571	0.657864074	0.088789214	0.197579299	0.136358261	0.770196235	0.640671068	0.465113861	0.612179355	0.075899932	0.151728956	0.218751213	0.838659585	0.991110934	0.627757559	0.703548792	0.101678495	0.243429643
89	0.17586216	0.803923199	0.799373222	0.544423136	0.656704158	0.089130933	0.202396491	0.133472089	0.770323613	0.618706206	0.467888379	0.608032847	0.075774926	0.151131005	0.218252231	0.837522784	0.980040238	0.620957893	0.70537547	0.10248694	0.253661976	0.178887217	0.802227478	0.792772068	0.552661553	0.65789591	0.08949868	0.19724476	0.135732578	0.765337102	0.629523986	0.478557577	0.610443548	0.077460849	0.149567451	0.222041856	0.839117854	0.95602015	0.626765529	0.705348271	0.101536511	0.244922068	0.176344892	0.804078276	0.805279578	0.544991941	0.662034901	0.089175035	0.197378643	0.137084031	0.768152178	0.63553695	0.46618792	0.615736553	0.076290692	0.155654632	0.215605754	0.840004374	0.975022206	0.623795962	0.70833325	0.102059379	0.239102654	0.177208202	0.804367061	0.8152063	0.546409906	0.657900765	0.088928495	0.197434307	0.136215192	0.769999196	0.641070172	0.464773436	0.612245503	0.076037808	0.151687496	0.218201212	0.838734926	0.989342428	0.628046376	0.703556027	0.101819182	0.243181118
90	0.178132739	0.80305526	0.787776587	0.551919378	0.661229488	0.08851361	0.202705888	0.137001965	0.769829857	0.637302257	0.462850273	0.621187744	0.075627726	0.157134107	0.219263513	0.836280662	0.938250916	0.640988482	0.701271232	0.101399493	0.248277668	0.173965059	0.803819523	0.80520967	0.55556672	0.655974331	0.09011727	0.202142296	0.138003613	0.766700208	0.648347651	0.467503489	0.617593579	0.077443804	0.158100328	0.209926505	0.840938838	0.962071688	0.643629951	0.694355083	0.102790737	0.246184264	0.178472039	0.803113336	0.830182961	0.547984229	0.656315993	0.090214464	0.194287972	0.140851339	0.774232138	0.665414445	0.461354742	0.611466994	0.076372185	0.149771394	0.21609274	0.831994534	0.994951478	0.634613717	0.701164991	0.104056743	0.238804551	0.177437355	0.804181767	0.816467783	0.545993569	0.657517322	0.089044248	0.197205409	0.1367852	0.769951756	0.643607743	0.465658321	0.612402291	0.076277203	0.15224693	0.218089509	0.838411778	0.989327824	0.626328816	0.702632353	0.101811292	0.242163888
91	0.177607409	0.802278937	0.797194559	0.548781702	0.657299632	0.088704731	0.203012198	0.137016485	0.769475867	0.635246181	0.46658489	0.610106015	0.075296092	0.15261668	0.218198332	0.835082007	0.959142937	0.630978513	0.704493249	0.10211337	0.253407716	0.179566286	0.802278695	0.799188326	0.549693651	0.658165399	0.090539729	0.203305124	0.14153756	0.770142828	0.618101702	0.468758463	0.612999799	0.077986836	0.151057534	0.217595013	0.834414562	0.98027495	0.630628839	0.703331	0.103092623	0.255552714	0.178616906	0.799909682	0.81471599	0.545510363	0.663860295	0.089454242	0.197091874	0.137645859	0.767939559	0.62007423	0.460915239	0.621041667	0.076464365	0.147138583	0.219587952	0.831879805	1.00935775	0.630105488	0.706678923	0.102444119	0.247045165	0.177356362	0.803973721	0.815570193	0.546566611	0.657799012	0.089106355	0.197249191	0.136634733	0.77039135	0.643573577	0.466052702	0.61267226	0.07638378	0.152560226	0.218077992	0.837556091	0.987566808	0.62708052	0.702925764	0.10182893	0.241938156
92	0.175511058	0.80374022	0.786904844	0.546488974	0.662359763	0.089346729	0.199327184	0.138760678	0.773592109	0.630676752	0.468427125	0.621854609	0.075821624	0.156942028	0.212261439	0.833888332	0.943132935	0.624550824	0.702864916	0.102871835	0.24171234	0.177716224	0.802061358	0.796068004	0.547250398	0.656572542	0.089338864	0.19719705	0.139027336	0.77041315	0.635681517	0.47276542	0.611811933	0.07801641	0.155294006	0.216405111	0.833709566	0.956454491	0.621735375	0.701333151	0.100661318	0.239100095	0.178219721	0.802303067	0.824973203	0.543963378	0.660020179	0.089843538	0.193212106	0.140485532	0.768500283	0.66361502	0.457660157	0.613324693	0.076289253	0.146903201	0.215953911	0.836105851	0.986331387	0.630266598	0.706715665	0.103397823	0.23952101	0.177429729	0.803357055	0.816079346	0.546532034	0.658085492	0.089290978	0.197055122	0.137229927	0.769890345	0.642952992	0.467238469	0.612955134	0.076664267	0.152397204	0.217629531	0.836823765	0.9892057	0.625825599	0.703215849	0.101917688	0.241713039
93	0.173855543	0.802890988	0.793129371	0.54703546	0.660039548	0.088283875	0.20222946	0.134641149	0.768249131	0.628111499	0.454620498	0.613337485	0.07459501	0.156124817	0.213069936	0.837532846	0.958147244	0.639450422	0.706741611	0.101972741	0.248334103	0.180042886	0.804711014	0.793540933	0.549399793	0.656806622	0.091036111	0.194178782	0.142491413	0.768691382	0.640616763	0.460037832	0.615800721	0.077296978	0.149978192	0.217594359	0.840730646	0.946465103	0.638761754	0.697812522	0.104775245	0.238379372	0.178562302	0.799494993	0.817078267	0.54736056	0.656762576	0.088509719	0.198145057	0.137966248	0.762272069	0.63485006	0.474643519	0.613439507	0.077949907	0.158260968	0.219158357	0.836717916	0.999306474	0.620077602	0.700085644	0.09906953	0.238029145	0.176992404	0.803523803	0.815469104	0.546275788	0.658384169	0.089398409	0.197038942	0.136913037	0.769935517	0.644364294	0.466924734	0.613663299	0.076868567	0.152750051	0.217071771	0.837112089	0.986573914	0.625626841	0.703105038	0.101928252	0.241327833
94	0.178418173	0.802126089	0.802299257	0.549620007	0.658698728	0.08983395	0.198536684	0.139812543	0.768637001	0.624728191	0.469385338	0.611952523	0.076773804	0.15768044	0.217023802	0.835615177	0.979870323	0.629854675	0.705444932	0.102894096	0.239392929	0.175935014	0.804154338	0.804819214	0.548022334	0.659823516	0.089477057	0.1989081	0.136163452	0.769985004	0.644532937	0.469224871	0.61213107	0.079137868	0.15400171	0.215706575	0.838323672	0.965105491	0.626819797	0.707515963	0.099816245	0.24381449	0.178170308	0.80126936	0.826393558	0.553299581	0.65545149	0.089792306	0.195678913	0.136908169	0.770309683	0.639254712	0.481795692	0.612126394	0.078174564	0.151655145	0.219432448	0.832229037	1.013532405	0.62480347	0.698776585	0.101410049	0.239702681	0.177148474	0.803273067	0.815038782	0.546931672	0.658303375	0.089553156	0.196800757	0.137207728	0.770022203	0.645087303	0.468293373	0.613954628	0.077099108	0.152834075	0.21708922	0.836523931	0.98499026	0.625569971	0.702652121	0.102007204	0.240767438
95	0.175468139	0.799933268	0.795694209	0.548900922	0.66202455	0.090235407	0.200834081	0.136848501	0.765258404	0.656123414	0.470304561	0.618220933	0.078574024	0.15481709	0.214087776	0.834608132	0.935265005	0.627497284	0.705828167	0.10189679	0.246851071	0.177054389	0.800339628	0.804065273	0.549820541	0.656058395	0.090916356	0.202308323	0.139443369	0.764535705	0.650098481	0.465928795	0.611063913	0.07878862	0.156632963	0.21466541	0.83614355	0.958032064	0.633712287	0.701052876	0.103044092	0.247983682	0.178358049	0.801443989	0.832547571	0.556220771	0.660632198	0.090411626	0.193229255	0.138496716	0.770133592	0.659043607	0.484163519	0.62111078	0.078363778	0.14839086	0.218219382	0.832754387	1.006051535	0.628278024	0.700153616	0.102459474	0.23806765	0.177034575	0.80320726	0.815377913	0.54613695	0.658601778	0.089649413	0.196782023	0.137312472	0.770210838	0.646508096	0.467345364	0.614053847	0.077226755	0.152776929	0.216756678	0.836203682	0.98424773	0.624928536	0.703149708	0.10207207	0.240787118
96	0.177706962	0.799881427	0.800242952	0.541793012	0.655567218	0.090327708	0.201972972	0.138795314	0.763581687	0.661873696	0.460064246	0.611559896	0.076672756	0.159484121	0.216618609	0.836181167	0.938612207	0.623521778	0.69957454	0.10398266	0.244461823	0.178470479	0.805866769	0.790903257	0.554242049	0.658370647	0.090041956	0.198651768	0.140538113	0.771329386	0.640363702	0.47122613	0.617131679	0.077889671	0.154732007	0.216402846	0.840404152	0.941442811	0.637257968	0.699609614	0.102194241	0.242571528	0.17722323	0.803721626	0.825617868	0.539022434	0.661018971	0.090170072	0.197027352	0.139523407	0.774849106	0.649158306	0.4638646	0.618468575	0.077394724	0.151671381	0.214923054	0.832594146	1.00207743	0.614180267	0.703569366	0.10294542	0.242383324	0.177018088	0.802918175	0.815384028	0.546288134	0.659010262	0.089735326	0.196874074	0.13752808	0.770074679	0.649066085	0.46748919	0.614385346	0.077410614	0.153000246	0.216508096	0.83576167	0.981701971	0.625087079	0.703635177	0.102060038	0.240747902
97	0.175402896	0.798978925	0.793455112	0.54309483	0.662106585	0.089479352	0.200393174	0.136073926	0.766408823	0.637338112	0.470170676	0.619630282	0.077233552	0.154789601	0.214731865	0.831549028	0.949572113	0.616018984	0.704582887	0.101725151	0.245996748	0.172360226	0.804170869	0.794176907	0.547773677	0.659274084	0.089755791	0.19981938	0.136375367	0.770949024	0.636011656	0.466865554	0.619150503	0.079067126	0.157007796	0.208345085	0.837392713	0.952342159	0.6286818	0.699397664	0.100444456	0.242630964	0.177146535	0.803797352	0.822912285	0.549248319	0.66237885	0.090393489	0.195801976	0.141214462	0.772193685	0.642990699	0.474089913	0.621062788	0.079050576	0.148155899	0.213078609	0.83540102	1.002833871	0.624406726	0.703694912	0.101736402	0.243448053	0.176797364	0.802503105	0.815546079	0.546358012	0.6587592	0.08981558	0.196807927	0.137773237	0.769751202	0.647911495	0.468270746	0.614791932	0.077500708	0.153319974	0.215821491	0.835255008	0.983180662	0.624445278	0.702726468	0.102130452	0.240295879
98	0.179170708	0.799596121	0.804927019	0.54928097	0.662858083	0.089828029	0.197126232	0.142029061	0.766710916	0.637601454	0.469568589	0.62185534	0.07651476	0.157202424	0.216312355	0.832481327	0.972252583	0.628993352	0.703860827	0.103141298	0.237050041	0.179461046	0.80415031	0.787994443	0.54962009	0.656846127	0.089723351	0.199359875	0.143509932	0.77332411	0.638428776	0.475148497	0.60695661	0.078388108	0.147555477	0.215412159	0.83497651	0.93756011	0.624091682	0.706735644	0.101058593	0.251164274	0.179836356	0.801402564	0.826079814	0.552780586	0.658038563	0.089480632	0.199368917	0.139410687	0.768787344	0.667468069	0.47147878	0.615796856	0.07760025	0.147757599	0.220262024	0.834017784	0.984691558	0.634082391	0.700280271	0.101361014	0.250980235	0.17678597	0.80251201	0.814276577	0.546693378	0.658749324	0.089962779	0.196818292	0.137676551	0.769952554	0.647508725	0.469734439	0.614995891	0.077683765	0.153005294	0.215895389	0.835071466	0.981044429	0.623652317	0.702502758	0.102241792	0.24063129
99	0.17615173	0.800543895	0.788272362	0.55611043	0.662222428	0.090197779	0.199994712	0.139335683	0.766758282	0.604636897	0.47597184	0.621178595	0.078136471	0.153462104	0.212967776	0.834329508	0.971907827	0.63624902	0.703266262	0.102259088	0.246527321	0.175051313	0.800524299	0.800854704	0.551654669	0.65822159	0.089906626	0.195136695	0.138491201	0.767734786	0.635081474	0.472548802	0.614232656	0.07873869	0.149588507	0.211611426	0.833313813	0.966627935	0.630760537	0.702210524	0.101074562	0.240684882	0.174982541	0.801564946	0.817182765	0.552400805	0.661901339	0.090349364	0.19329879	0.138623786	0.767982408	0.666015109	0.470442592	0.615142578	0.077895727	0.154887755	0.211341296	0.835147485	0.968350421	0.634359017	0.708660099	0.102803	0.231709824	0.176755248	0.802169979	0.813551875	0.545767235	0.659288487	0.090053277	0.196729446	0.137740864	0.769734059	0.650218551	0.469186333	0.615534711	0.078000955	0.153199684	0.215769632	0.834605899	0.976885199	0.622348136	0.703042263	0.102105599	0.240259208
100	0.174659131	0.803496661	0.802707038	0.5512182	0.661757129	0.090669369	0.202809632	0.137335065	0.770280524	0.636841715	0.473559223	0.618207664	0.078135832	0.153622906	0.211983196	0.836712798	0.968572361	0.628877177	0.705306593	0.103202907	0.251996358	0.175888524	0.799463149	0.800161267	0.546996234	0.660026074	0.090786099	0.202527406	0.141735403	0.769245889	0.647404478	0.466935215	0.612665215	0.079773563	0.153880523	0.210041646	0.829680409	0.952918056	0.627057252	0.707386933	0.101798636	0.25117429	0.172881407	0.80150787	0.81089472	0.545629959	0.661728085	0.089490526	0.194010046	0.136116128	0.769684771	0.647145411	0.469839253	0.613710702	0.076888434	0.151405104	0.209646686	0.833330969	0.974644028	0.621420664	0.709745467	0.102092618	0.236614988	0.176719648	0.802321885	0.814737048	0.546722211	0.659160837	0.090085274	0.196445938	0.137869508	0.770374394	0.649213752	0.469464853	0.615534389	0.077950277	0.153955335	0.215569788	0.834269376	0.980260344	0.623979568	0.702787285	0.10222027	0.23893654
101	0.176492237	0.802435225	0.800051822	0.551970802	0.661528355	0.089914932	0.203017841	0.139738713	0.772784522	0.664030828	0.476181735	0.621643074	0.080311686	0.151070486	0.213245762	0.832085929	0.936072817	0.627759869	0.701413636	0.099518179	0.254965196	0.178415658	0.801071468	0.814060381	0.545760232	0.660071231	0.090614344	0.201722477	0.136508079	0.770667571	0.669042315	0.474006313	0.615850943	0.078467129	0.152282955	0.220323238	0.831475366	0.959078447	0.617514152	0.70429152	0.10276156	0.251162	0.173321068	0.79796869	0.813729038	0.552371259	0.660582329	0.091135659	0.194329712	0.135276552	0.770012144	0.638356336	0.480392736	0.620530446	0.078016862	0.148421023	0.211365584	0.825925237	0.98910174	0.624349782	0.700634211	0.104254456	0.240238401	0.176592108	0.802215711	0.81333649	0.546832741	0.659534413	0.090184454	0.196346927	0.137977758	0.770263592	0.650908308	0.471013052	0.615867433	0.078104843	0.15370963	0.215206459	0.83416783	0.975764673	0.622652431	0.703201392	0.102264065	0.238984224
