SAMPLE	output.r2.means.M3	output.i.means.M3	output.r.means.M3	output.e.means.M3	output.f.means.M3	output.c.means.M3	output.vc.means.M3	ymin.r2.M3	ymin.i.M3	ymin.r.M3	ymin.e.M3	ymin.f.M3	ymin.c.M3	ymin.vc.M3	ymax.r2.M3	ymax.i.M3	ymax.r.M3	ymax.e.M3	ymax.f.M3	ymax.c.M3	ymax.vc.M3	output.r2.means.M2	output.i.means.M2	output.r.means.M2	output.e.means.M2	output.f.means.M2	output.c.means.M2	output.vc.means.M2	ymin.r2.M2	ymin.i.M2	ymin.r.M2	ymin.e.M2	ymin.f.M2	ymin.c.M2	ymin.vc.M2	ymax.r2.M2	ymax.i.M2	ymax.r.M2	ymax.e.M2	ymax.f.M2	ymax.c.M2	ymax.vc.M2	output.r2.means.M1	output.i.means.M1	output.r.means.M1	output.e.means.M1	output.f.means.M1	output.c.means.M1	output.vc.means.M1	ymin.r2.M1	ymin.i.M1	ymin.r.M1	ymin.e.M1	ymin.f.M1	ymin.c.M1	ymin.vc.M1	ymax.r2.M1	ymax.i.M1	ymax.r.M1	ymax.e.M1	ymax.f.M1	ymax.c.M1	ymax.vc.M1
85	0.505227101	0.904694667	1.226877428	0.553911317	0.414690909	0.027105328	0.555133986	0.438539214	0.883191375	0.814876267	0.421834949	0.3724808	0.023281311	0.482500053	0.571914987	0.926197958	1.638878588	0.685987685	0.456901019	0.030929345	0.627767919	0.180026536	0.817527768	0.83563235	0.5682172	0.648700255	0.08915488	0.198140705	0.137942683	0.775489544	0.645594354	0.481559511	0.603637878	0.075256531	0.149526283	0.222110389	0.859565993	1.025670345	0.654874889	0.693762632	0.10305323	0.246755127	0.094853084	0.74695267	0.762526406	0.56622123	0.720699078	0.130426168	0.103347011	0.078176718	0.704976642	0.621043818	0.487029883	0.676078542	0.107734301	0.084561908	0.11152945	0.788928697	0.904008995	0.645412576	0.765319613	0.153118035	0.122132114
86	0.503279742	0.905504603	1.208806489	0.552024517	0.417931343	0.027571696	0.553470086	0.436466739	0.882653449	0.76943996	0.415746202	0.373542536	0.023533488	0.476859451	0.570092746	0.928355758	1.648173018	0.688302832	0.462320149	0.031609903	0.63008072	0.177359009	0.809970294	0.840551652	0.559142218	0.647066737	0.089157974	0.205230753	0.131661961	0.775300756	0.668820121	0.478669291	0.602788422	0.076202505	0.151294182	0.223056056	0.844639832	1.012283183	0.639615144	0.691345051	0.102113442	0.259167325	0.09534543	0.745631064	0.765953926	0.564562266	0.723096453	0.131743803	0.105361179	0.077649541	0.705551871	0.630972325	0.480926878	0.680971578	0.113632607	0.087794112	0.113041319	0.785710257	0.900935527	0.648197654	0.765221329	0.149855	0.122928247
87	0.508946877	0.90406024	1.210317343	0.555057077	0.416248085	0.027261014	0.556993068	0.442015753	0.88069375	0.86869208	0.414851812	0.37284124	0.02304494	0.480309606	0.575878	0.92742673	1.551942607	0.695262342	0.459654929	0.031477089	0.63367653	0.176966396	0.811431146	0.847019972	0.56520864	0.649581859	0.089315973	0.198044125	0.140208903	0.776460427	0.660366042	0.492078884	0.609461636	0.075769724	0.154913519	0.213723889	0.846401864	1.033673901	0.638338397	0.689702081	0.102862223	0.241174731	0.093287456	0.745108735	0.752512288	0.572404779	0.718823901	0.132726066	0.103104175	0.077862899	0.700010453	0.629240584	0.499286835	0.682270916	0.1139969	0.085171514	0.108712014	0.790207016	0.875783992	0.645522722	0.755376886	0.151455231	0.121036836
88	0.496794624	0.904126195	1.20916328	0.560242101	0.416402152	0.026875727	0.55952115	0.427081875	0.877185636	0.817156836	0.425259454	0.372414631	0.023277611	0.487732047	0.566507373	0.931066753	1.601169724	0.695224748	0.460389672	0.030473842	0.631310253	0.175243651	0.811984305	0.853853407	0.564504112	0.650049545	0.090113413	0.197121463	0.135392833	0.778021327	0.660898426	0.472467318	0.599378656	0.077355111	0.154539674	0.215094468	0.845947283	1.046808388	0.656540906	0.700720434	0.102871715	0.239703251	0.095052414	0.747916129	0.752867212	0.562844479	0.720627605	0.131361426	0.104512229	0.07845739	0.707962724	0.625656537	0.494209503	0.680988288	0.113820538	0.085943815	0.111647439	0.787869533	0.880077888	0.631479455	0.760266922	0.148902315	0.123080643
89	0.498688039	0.902298594	1.202186069	0.539116562	0.419864573	0.026969558	0.561691061	0.434455082	0.877554619	0.8226569	0.430485179	0.376443841	0.022742095	0.482267886	0.562920997	0.927042569	1.581715239	0.647747946	0.463285304	0.031197021	0.641114235	0.177430427	0.811357281	0.82737098	0.561176428	0.651275466	0.090247786	0.199168467	0.138192466	0.775632859	0.67509067	0.473130719	0.614547548	0.076614249	0.149985451	0.216668387	0.847081702	0.979651291	0.649222136	0.688003384	0.103881324	0.248351483	0.093707181	0.746635571	0.757628094	0.564950186	0.721951527	0.133832319	0.104340946	0.077817889	0.703975728	0.643202056	0.493396151	0.687035469	0.114961526	0.084958656	0.109596472	0.789295413	0.872054132	0.636504221	0.756867586	0.152703112	0.123723236
90	0.503309105	0.904085644	1.19924983	0.545492639	0.416796322	0.02758188	0.55860413	0.437722253	0.882557514	0.829411823	0.398537344	0.376921682	0.023974521	0.487909268	0.568895958	0.925613773	1.569087838	0.692447934	0.456670961	0.03118924	0.629298991	0.176935569	0.814742714	0.856454102	0.559613851	0.649700313	0.08892746	0.197164144	0.128375146	0.782905623	0.699258332	0.474401133	0.606339193	0.076241309	0.144379825	0.225495991	0.846579805	1.013649872	0.64482657	0.693061433	0.101613611	0.249948463	0.094085447	0.741022798	0.748384243	0.56665987	0.721262848	0.13216769	0.105880195	0.078299314	0.695375651	0.616170998	0.489684712	0.680847815	0.117447164	0.088349133	0.10987158	0.786669944	0.880597487	0.643635029	0.761677881	0.146888217	0.123411256
91	0.50906022	0.902267607	1.213315331	0.56536259	0.418788909	0.027503053	0.5601969	0.442697697	0.880473095	0.824359628	0.429593858	0.38211845	0.023685237	0.487480149	0.575422742	0.924062119	1.602271033	0.701131322	0.455459368	0.031320869	0.632913651	0.17536824	0.811641992	0.835306416	0.557239488	0.653173749	0.089478774	0.194333541	0.136407445	0.780354169	0.679023188	0.480361648	0.60542206	0.076781527	0.144908538	0.214329035	0.842929814	0.991589644	0.634117328	0.700925438	0.102176021	0.243758544	0.093594364	0.743974351	0.747659514	0.569816878	0.72132734	0.133467133	0.104918204	0.077271365	0.705114396	0.627465531	0.503514186	0.682383674	0.112975025	0.085405207	0.109917364	0.782834305	0.867853496	0.636119571	0.760271006	0.15395924	0.124431202
92	0.508900106	0.904091664	1.213198627	0.549483212	0.415493736	0.027861281	0.560540612	0.439174734	0.88348436	0.856609513	0.416248377	0.371482487	0.023787974	0.49081968	0.578625477	0.924698968	1.56978774	0.682718046	0.459504986	0.031934587	0.630261544	0.1787331	0.811960018	0.837271903	0.56350201	0.651299821	0.089161065	0.199901683	0.135595788	0.777184	0.66385353	0.474501366	0.612047688	0.075545976	0.153082203	0.221870412	0.846736035	1.010690276	0.652502654	0.690551954	0.102776154	0.246721162	0.093761529	0.744044056	0.744352393	0.573414214	0.722625339	0.13123015	0.104854646	0.079009024	0.701451885	0.629740128	0.499753388	0.684425385	0.11393193	0.087114004	0.108514034	0.786636228	0.858964658	0.647075041	0.760825292	0.14852837	0.122595288
93	0.507619665	0.902571391	1.2089505	0.55218654	0.416966285	0.027576205	0.558198862	0.445173603	0.878467477	0.840786349	0.419734089	0.378215698	0.023200399	0.495756996	0.570065727	0.926675304	1.577114651	0.684638991	0.455716871	0.03195201	0.620640728	0.178919368	0.810134603	0.838196229	0.559262888	0.646389849	0.090179239	0.197788681	0.13640488	0.776772012	0.650264335	0.470550505	0.600887047	0.078495427	0.152924581	0.221433857	0.843497195	1.026128123	0.647975271	0.691892651	0.101863051	0.24265278	0.09431195	0.738926813	0.758203574	0.565454517	0.723705729	0.134051935	0.103371178	0.077430069	0.703136998	0.62530703	0.496891802	0.682220217	0.115949633	0.087391121	0.111193832	0.774716627	0.891100117	0.634017233	0.765191241	0.152154237	0.119351234
94	0.502722764	0.901778759	1.220861229	0.552270269	0.417165255	0.027353414	0.553994541	0.432732761	0.879018163	0.843840146	0.4107076	0.379112639	0.02357978	0.481945747	0.572712768	0.924539354	1.597882311	0.693832938	0.455217871	0.031127048	0.626043335	0.177637795	0.811749525	0.836221552	0.556122795	0.651325988	0.0897972	0.195695269	0.135920311	0.774974295	0.667280604	0.483427844	0.611546758	0.076582887	0.151085359	0.219355278	0.848524754	1.0051625	0.628817746	0.691105217	0.103011512	0.24030518	0.094460715	0.741264082	0.75534319	0.571220583	0.722505636	0.133768295	0.103520463	0.078398638	0.698362946	0.617487568	0.488169979	0.681580212	0.114833469	0.088120043	0.110522792	0.784165217	0.893198811	0.654271188	0.76343106	0.15270312	0.118920883
95	0.50167569	0.905123925	1.213432478	0.563219424	0.419811023	0.027342339	0.561953887	0.433566385	0.882035841	0.867343747	0.418105104	0.375754289	0.023379124	0.492420457	0.569784994	0.928212008	1.559521209	0.708333743	0.463867757	0.031305553	0.631487317	0.176846322	0.80934567	0.836061855	0.564517183	0.648346763	0.0891017	0.199446963	0.135764362	0.776491943	0.67861657	0.493101285	0.603469941	0.075501986	0.151650105	0.217928282	0.842199396	0.993507139	0.63593308	0.693223585	0.102701413	0.247243821	0.093781906	0.740337049	0.750237491	0.562609111	0.721492776	0.132830239	0.103226508	0.079148967	0.697950759	0.62731965	0.485724837	0.688346222	0.114593749	0.083641011	0.108414845	0.782723338	0.873155331	0.639493384	0.754639329	0.151066729	0.122812004
96	0.503401516	0.903464708	1.215702071	0.556426555	0.413103314	0.027245647	0.556438352	0.43739675	0.881463437	0.814142856	0.426438854	0.374056138	0.023997658	0.487029575	0.569406281	0.925465978	1.617261285	0.686414255	0.45215049	0.030493636	0.62584713	0.177814925	0.810152848	0.848548849	0.560769448	0.649254727	0.090377467	0.199800538	0.133728719	0.776028744	0.656721067	0.482856016	0.609395753	0.07865696	0.152211252	0.221901131	0.844276952	1.040376632	0.638682879	0.689113701	0.102097973	0.247389825	0.094395102	0.739671928	0.751932493	0.561302693	0.723215771	0.133115969	0.104394062	0.078560586	0.696335267	0.633384624	0.496237237	0.680041473	0.115461404	0.086125844	0.110229618	0.78300859	0.870480362	0.62636815	0.76639007	0.150770534	0.12266228
97	0.500535599	0.900741395	1.238857909	0.545730451	0.419075222	0.027623859	0.559426861	0.433456593	0.879801775	0.885649822	0.417441162	0.376847327	0.024092765	0.49633581	0.567614606	0.921681015	1.592065995	0.674019739	0.461303117	0.031154952	0.622517913	0.178222108	0.809045268	0.82654299	0.56339544	0.648005107	0.090738515	0.198719901	0.140233963	0.778552875	0.677131989	0.484082768	0.605078993	0.078924209	0.154672072	0.216210253	0.839537662	0.97595399	0.642708113	0.690931222	0.102552822	0.24276773	0.091432519	0.740058783	0.741477731	0.56223626	0.723203759	0.133462534	0.104526876	0.076798449	0.696910181	0.600150279	0.480800881	0.686776686	0.114483481	0.088495413	0.106066588	0.783207384	0.882805184	0.643671639	0.759630832	0.152441587	0.12055834
98	0.502494789	0.904711818	1.204633839	0.550015422	0.417469563	0.027696722	0.560337957	0.439686586	0.8786118	0.814080382	0.412385459	0.375105057	0.023809665	0.490083963	0.565302992	0.930811836	1.595187296	0.687645385	0.459834069	0.031583779	0.630591951	0.172823375	0.809522368	0.837772645	0.563578391	0.650367729	0.090060722	0.199404756	0.135113455	0.778040566	0.671245579	0.472690488	0.603825583	0.07786114	0.153445968	0.210533295	0.84100417	1.004299711	0.654466294	0.696909875	0.102260303	0.245363545	0.094174037	0.740140105	0.751590095	0.565611615	0.721455285	0.133398279	0.104924958	0.080816722	0.694081643	0.626856513	0.500140434	0.686663096	0.117545552	0.0884664	0.107531351	0.786198566	0.876323676	0.631082795	0.756247474	0.149251006	0.121383517
99	0.507148294	0.9034468	1.231974461	0.549036545	0.416335806	0.027986173	0.562488314	0.443533409	0.879151142	0.904268825	0.423103316	0.374887653	0.023966938	0.491719691	0.570763179	0.927742458	1.559680097	0.674969775	0.457783959	0.032005408	0.633256937	0.180163157	0.80883834	0.834128255	0.563431832	0.651523918	0.090045406	0.197731664	0.141094162	0.774929942	0.666069317	0.483770132	0.609215716	0.077753975	0.151728377	0.219232152	0.842746739	1.002187193	0.643093532	0.69383212	0.102336837	0.243734952	0.093422225	0.742025905	0.763811403	0.568427424	0.726247152	0.134935724	0.102913803	0.079781508	0.704760616	0.644614672	0.498018865	0.692876259	0.116347059	0.084698083	0.107062943	0.779291194	0.883008134	0.638835983	0.759618045	0.153524389	0.121129524
100	0.50164539	0.90200469	1.220802523	0.567431848	0.418251822	0.027696689	0.558388579	0.427673117	0.881236364	0.874269309	0.429720446	0.377754609	0.024167827	0.484857844	0.575617663	0.922773016	1.567335737	0.705143249	0.458749036	0.031225552	0.631919314	0.175330012	0.810458967	0.827163142	0.564898736	0.64850061	0.091164029	0.200958106	0.134418906	0.774491812	0.661797219	0.483395849	0.603355579	0.078547131	0.15558792	0.216241117	0.846426122	0.992529065	0.646401624	0.693645642	0.103780926	0.246328292	0.09406714	0.740982807	0.752509268	0.562669829	0.726582547	0.133673623	0.103469859	0.079713357	0.701344565	0.631279654	0.500142997	0.689278618	0.117368001	0.087507114	0.108420923	0.780621049	0.873738882	0.625196661	0.763886476	0.149979244	0.119432604
101	0.502619267	0.903614809	1.211390525	0.549996733	0.41370247	0.027945244	0.558296514	0.432730115	0.881486552	0.85362682	0.433674671	0.376399323	0.024357184	0.491198747	0.57250842	0.925743066	1.569154231	0.666318795	0.451005616	0.031533304	0.625394282	0.180321191	0.808730944	0.841323724	0.55478201	0.647286262	0.090498908	0.200000808	0.14394812	0.781352886	0.662497289	0.472621164	0.60256764	0.077839004	0.155820285	0.216694261	0.836109001	1.02015016	0.636942856	0.692004883	0.103158811	0.24418133	0.093131638	0.740373802	0.753052535	0.564179366	0.721127361	0.134791994	0.104585558	0.078457589	0.704160985	0.635949697	0.489019656	0.686043259	0.115506769	0.089577217	0.107805686	0.776586618	0.870155372	0.639339076	0.756211463	0.15407722	0.119593898
102	0.498501545	0.900183805	1.214471553	0.543605117	0.416557108	0.027784416	0.564271957	0.429942578	0.87944614	0.906473403	0.422393922	0.370920062	0.024137902	0.501620363	0.567060513	0.920921471	1.522469703	0.664816313	0.462194154	0.031430931	0.62692355	0.174774902	0.809299393	0.828660131	0.560345388	0.650454744	0.090808348	0.201590509	0.134118914	0.776090722	0.648914268	0.483730216	0.61350192	0.079663903	0.150491934	0.21543089	0.842508065	1.008405993	0.636960561	0.687407569	0.101952793	0.252689083	0.094195519	0.739131249	0.760836769	0.566444865	0.725052459	0.133031	0.102764782	0.081374702	0.702726826	0.633185358	0.499717837	0.691603496	0.115078721	0.086777895	0.107016336	0.775535673	0.88848818	0.633171892	0.758501423	0.15098328	0.11875167
103	0.501168205	0.903905906	1.212037803	0.557734415	0.415910603	0.027873871	0.559907142	0.435674907	0.884443661	0.838342058	0.453709945	0.375626494	0.024046789	0.490383979	0.566661503	0.923368151	1.585733548	0.661758884	0.456194711	0.031700954	0.629430305	0.180176034	0.807450331	0.831047409	0.558969631	0.654309586	0.09027542	0.199106678	0.140686479	0.777442485	0.670265598	0.473526284	0.610348889	0.076658118	0.156506664	0.219665589	0.837458176	0.991829221	0.644412979	0.698270282	0.103892721	0.241706693	0.092837193	0.741114385	0.756408203	0.566255889	0.719674269	0.135105975	0.104668059	0.077975938	0.697662543	0.625503987	0.505961234	0.681046444	0.117993051	0.087979246	0.107698449	0.784566227	0.887312418	0.626550545	0.758302095	0.152218899	0.121356872
104	0.501451441	0.902299477	1.209967802	0.551023215	0.41780707	0.027878983	0.557593775	0.446593871	0.880036574	0.844589707	0.430835183	0.377028716	0.023900486	0.489583515	0.55630901	0.924562379	1.575345897	0.671211247	0.458585425	0.031857479	0.625604035	0.177194828	0.810603876	0.85968207	0.5597451	0.649346619	0.092006833	0.198424792	0.13669104	0.782221679	0.693358145	0.482177699	0.610028639	0.080577086	0.15296942	0.217698616	0.838986074	1.026005995	0.6373125	0.688664599	0.103436579	0.243880163	0.093954852	0.742364281	0.746382403	0.571575175	0.724459476	0.13411636	0.104714558	0.080357226	0.702570782	0.63145124	0.504490975	0.686859417	0.114274061	0.089154022	0.107552477	0.782157781	0.861313566	0.638659374	0.762059536	0.153958659	0.120275095
105	0.505020832	0.90368465	1.185055498	0.55189516	0.416323105	0.028029307	0.556492097	0.451469729	0.879910799	0.83341223	0.430440333	0.374084777	0.024245696	0.492925554	0.558571934	0.927458501	1.536698767	0.673349988	0.458561433	0.031812918	0.62005864	0.177767752	0.810112093	0.847837467	0.56407025	0.650560588	0.09217562	0.200343012	0.139355125	0.778723728	0.67286888	0.487431538	0.609550728	0.079707247	0.151319573	0.216180378	0.841500458	1.022806054	0.640708961	0.691570448	0.104643993	0.249366451	0.094047064	0.74072265	0.759714825	0.565590076	0.724090498	0.133212232	0.103131873	0.079001063	0.702087343	0.651666482	0.503951735	0.688787349	0.116063881	0.086828697	0.109093066	0.779357958	0.867763167	0.627228417	0.759393647	0.150360584	0.119435049
106	0.500457937	0.90327383	1.203082694	0.566349002	0.415354774	0.027785536	0.566238131	0.438898234	0.883887974	0.863126592	0.426953884	0.374485605	0.024613884	0.49198344	0.562017639	0.922659686	1.543038795	0.70574412	0.456223943	0.030957189	0.640492823	0.17753339	0.811490194	0.840136356	0.559420314	0.653660314	0.089793444	0.1951754	0.14150287	0.784864721	0.687087493	0.48027525	0.604821632	0.07776828	0.15328358	0.21356391	0.838115667	0.993185219	0.638565377	0.702498995	0.101818608	0.23706722	0.09102365	0.739858119	0.743729517	0.57097631	0.717680494	0.136491964	0.102800082	0.076440415	0.704446552	0.630451511	0.506202261	0.679027392	0.121330398	0.086025985	0.105606886	0.775269685	0.857007523	0.635750359	0.756333596	0.151653531	0.11957418
107	0.503688474	0.901665352	1.232468717	0.556190181	0.419740201	0.027572392	0.554335879	0.437588745	0.881395759	0.872334894	0.431546907	0.381469081	0.024000403	0.482641329	0.569788202	0.921934945	1.592602541	0.680833454	0.458011322	0.031144381	0.626030429	0.178851832	0.808743979	0.840272262	0.569195913	0.652913912	0.091863029	0.200651857	0.140360168	0.77878685	0.676742517	0.479226233	0.61380522	0.080158329	0.16026996	0.217343496	0.838701107	1.003802007	0.659165592	0.692022603	0.103567729	0.241033754	0.093704122	0.738440782	0.756931629	0.568070023	0.724244307	0.133504603	0.102968416	0.079319411	0.701141715	0.64816884	0.50155796	0.690379458	0.116598285	0.086980038	0.108088832	0.775739849	0.865694419	0.634582085	0.758109156	0.150410921	0.118956794
108	0.501508688	0.902288376	1.206640352	0.556390876	0.422302124	0.027706563	0.557091912	0.440812194	0.880993055	0.85170402	0.439946539	0.375474462	0.024547917	0.488794013	0.562205182	0.923583698	1.561576684	0.672835212	0.469129787	0.030865209	0.625389812	0.17328495	0.809035005	0.846018011	0.561106499	0.652554968	0.092303902	0.197431085	0.134300586	0.780734268	0.669365962	0.4779931	0.61169545	0.080652618	0.153038743	0.212269314	0.837335741	1.022670059	0.644219898	0.693414485	0.103955186	0.241823427	0.092009001	0.74197142	0.759068427	0.567563727	0.722283166	0.133962232	0.103471872	0.078415849	0.702520717	0.63559551	0.509790828	0.687043743	0.115949412	0.086123031	0.105602152	0.781422123	0.882541344	0.625336626	0.757522589	0.151975051	0.120820713
109	0.503241351	0.901874634	1.226666031	0.56422005	0.413681252	0.027969667	0.555131757	0.445969928	0.880958267	0.893363165	0.41647947	0.373073156	0.024570588	0.494350232	0.560512774	0.922791002	1.559968898	0.71196063	0.454289347	0.031368745	0.615913282	0.178469252	0.806032435	0.825145019	0.564390306	0.655655633	0.091627165	0.19831792	0.140225317	0.778326738	0.684737035	0.490460957	0.616493499	0.079615359	0.156228576	0.216713187	0.833738132	0.965553002	0.638319654	0.694817767	0.10363897	0.240407263	0.093553675	0.741206983	0.758079582	0.560806375	0.724300277	0.133819908	0.103226562	0.077731332	0.704919133	0.646720906	0.488835523	0.688894716	0.117815075	0.086512881	0.109376019	0.777494834	0.869438258	0.632777226	0.759705839	0.149824741	0.119940243
110	0.499105467	0.89931607	1.217917148	0.541457481	0.418208056	0.027986645	0.559466799	0.434526019	0.878144999	0.890096654	0.411799339	0.381274187	0.024377235	0.48355849	0.563684914	0.92048714	1.545737642	0.671115623	0.455141925	0.031596056	0.635375108	0.179070072	0.807021306	0.841036512	0.568522215	0.652425365	0.091825157	0.196136015	0.140131896	0.777350198	0.692499423	0.491631688	0.609753	0.080668581	0.154345743	0.218008247	0.836692414	0.9895736	0.645412741	0.695097731	0.102981734	0.237926287	0.093115483	0.739740774	0.749885161	0.567157747	0.72292091	0.13546325	0.103039733	0.077551813	0.704974729	0.634777875	0.500710068	0.686399808	0.118552782	0.089280058	0.108679152	0.774506819	0.864992447	0.633605425	0.759442012	0.152373718	0.116799408
111	0.497657199	0.90178802	1.219521302	0.549325787	0.41591761	0.02796065	0.556018241	0.429202574	0.879650276	0.861896642	0.420462433	0.375585347	0.024470071	0.500784825	0.566111825	0.923925763	1.577145963	0.67818914	0.456249873	0.031451229	0.611251657	0.177064508	0.807878455	0.829202132	0.567970132	0.655328625	0.091729205	0.197019731	0.138174833	0.776777208	0.681773967	0.487727063	0.609815184	0.080021827	0.158578758	0.215954182	0.838979702	0.976630296	0.648213201	0.700842067	0.103436583	0.235460704	0.093444163	0.739508417	0.751252307	0.567252626	0.724647783	0.134481327	0.103227305	0.078146363	0.694989247	0.61824955	0.504714337	0.690194445	0.11854495	0.08744966	0.108741962	0.784027588	0.884255063	0.629790916	0.759101121	0.150417704	0.11900495
112	0.502073412	0.903588793	1.217883331	0.561524395	0.417846268	0.028030712	0.55773291	0.438662464	0.882617231	0.862249014	0.434608891	0.380629959	0.024528179	0.487028764	0.56548436	0.924560356	1.573517648	0.688439898	0.455062577	0.031533246	0.628437055	0.175371186	0.808314628	0.841153723	0.559975679	0.650368472	0.091605167	0.194345057	0.137990047	0.778925896	0.665782576	0.483606223	0.606069119	0.079919001	0.156056349	0.212752326	0.837703361	1.016524869	0.636345136	0.694667824	0.103291332	0.232633764	0.092105133	0.738193683	0.75295489	0.566242831	0.727331186	0.136574518	0.104873698	0.077349951	0.695971379	0.642443722	0.509272414	0.693152206	0.11973575	0.087831918	0.106860314	0.780415988	0.863466058	0.623213249	0.761510166	0.153413285	0.121915477
113	0.505836293	0.903367856	1.189143615	0.541775664	0.415887149	0.027891485	0.556611087	0.442722035	0.884514862	0.847198893	0.425415794	0.375572236	0.023970214	0.493196379	0.568950551	0.92222085	1.531088338	0.658135533	0.456202062	0.031812755	0.620025796	0.175178319	0.808287368	0.840195545	0.562559623	0.650782849	0.092019434	0.197550224	0.143056615	0.775724452	0.69825532	0.493078695	0.607797174	0.081888832	0.15489726	0.207300023	0.840850283	0.982135769	0.632040552	0.693768525	0.102150035	0.240203188	0.0941181	0.743530326	0.759168731	0.57134786	0.724480025	0.136251204	0.103197795	0.077793329	0.707736593	0.647040714	0.50725711	0.693449387	0.115971492	0.087940137	0.110442872	0.77932406	0.871296747	0.635438609	0.755510664	0.156530917	0.118455452
114	0.494878884	0.902298097	1.205385802	0.552227711	0.422739506	0.027571164	0.55362987	0.442439504	0.882641866	0.856559852	0.445386791	0.383854989	0.024539107	0.482133754	0.547318264	0.921954328	1.554211752	0.659068631	0.461624023	0.030603222	0.625125987	0.176846941	0.80699586	0.843986256	0.55839625	0.651595866	0.091976942	0.197201507	0.136764642	0.775882424	0.674633159	0.477283655	0.614792754	0.080681936	0.155318055	0.216929239	0.838109296	1.013339353	0.639508845	0.688398978	0.103271948	0.239084959	0.091028934	0.737531505	0.753776087	0.567007871	0.725546312	0.134357556	0.104312423	0.076996951	0.697421461	0.637692787	0.499641705	0.690251056	0.117785809	0.083867589	0.105060918	0.777641548	0.869859387	0.634374037	0.760841568	0.150929304	0.124757257
115	0.500192718	0.900902351	1.230585867	0.564608962	0.419904621	0.028079528	0.555787526	0.432372916	0.880672507	0.905783951	0.450533035	0.37790432	0.024796317	0.499095754	0.56801252	0.921132195	1.555387783	0.67868489	0.461904923	0.031362739	0.612479299	0.179462748	0.807522548	0.831979962	0.565139152	0.652624623	0.091382752	0.19637011	0.144903935	0.778836083	0.676352922	0.497649708	0.612974848	0.079317507	0.156197469	0.214021561	0.836209013	0.987607001	0.632628595	0.692274399	0.103447997	0.23654275	0.0913444	0.739445781	0.749272859	0.568957432	0.724672857	0.135806867	0.103308193	0.078593309	0.707504319	0.641648395	0.501451658	0.688001309	0.120070495	0.087215682	0.104095491	0.771387242	0.856897323	0.636463205	0.761344405	0.15154324	0.119400705
116	0.500566374	0.900865121	1.245555983	0.553784048	0.415191489	0.028090009	0.56093523	0.438375642	0.88078567	0.912971189	0.42202606	0.371967759	0.024467739	0.491942542	0.562757107	0.920944572	1.578140777	0.685542037	0.458415219	0.031712279	0.629927917	0.177077554	0.808147745	0.833775449	0.563777447	0.651943054	0.09218046	0.19745399	0.141434949	0.776610398	0.67165765	0.486293246	0.609446666	0.079567235	0.157103498	0.21272016	0.839685093	0.995893247	0.641261648	0.694439443	0.104793686	0.237804482	0.092865598	0.735608138	0.749217651	0.567964427	0.726936685	0.135833056	0.102362192	0.079435334	0.695839186	0.648402161	0.510376681	0.694953518	0.119425682	0.087196429	0.106295862	0.77537709	0.850033141	0.625552173	0.758919852	0.15224043	0.117527955
117	0.502020778	0.900807861	1.209908933	0.557746155	0.415898025	0.028392142	0.552325361	0.447183721	0.880617438	0.86284538	0.429741277	0.378771029	0.024682606	0.480798806	0.556857835	0.920998283	1.556972486	0.685751032	0.45302502	0.032101678	0.623851916	0.17677968	0.806863303	0.845453704	0.563333846	0.649789634	0.092389492	0.198083882	0.141476914	0.777636262	0.679712532	0.496591834	0.607018011	0.080915019	0.157270592	0.212082446	0.836090344	1.011194876	0.630075858	0.692561257	0.103863966	0.238897173	0.092368218	0.736212819	0.760604661	0.569099427	0.727934981	0.136127441	0.102549532	0.077970302	0.698762196	0.645278515	0.505982956	0.696730246	0.120884322	0.086689628	0.106766134	0.773663442	0.875930808	0.632215899	0.759139716	0.151370561	0.118409436
118	0.499701018	0.899996373	1.221321119	0.560487754	0.416089205	0.028039688	0.562402307	0.447266464	0.877561953	0.865584996	0.455156825	0.379220898	0.024681193	0.498663384	0.552135572	0.922430793	1.577057242	0.665818682	0.452957512	0.031398182	0.626141231	0.175150048	0.807909291	0.828534645	0.556558866	0.652088039	0.09231911	0.197280485	0.142643138	0.780264328	0.697069376	0.490060498	0.61005712	0.080963225	0.15470392	0.207656959	0.835554253	0.959999914	0.623057233	0.694118958	0.103674996	0.23985705	0.092361106	0.737879269	0.764555753	0.564007768	0.725859011	0.136520324	0.101551081	0.076577514	0.70155982	0.647451358	0.506695095	0.695373899	0.121870075	0.086963587	0.108144697	0.774198718	0.881660148	0.621320441	0.756344124	0.151170573	0.116138576
119	0.506607024	0.900732752	1.214394709	0.541656756	0.420146452	0.028309595	0.563588439	0.452196672	0.884146586	0.891116577	0.446152146	0.383459636	0.025084812	0.498134199	0.561017376	0.917318917	1.537672841	0.637161365	0.456833268	0.031534379	0.629042679	0.176214486	0.807068458	0.835795218	0.563954905	0.654472922	0.092108216	0.194150848	0.143284005	0.775936859	0.673276639	0.498775527	0.61337819	0.080893115	0.161289442	0.209144968	0.838200058	0.998313798	0.629134283	0.695567654	0.103323318	0.227012253	0.092243865	0.736694298	0.758755932	0.560995293	0.725745241	0.135429472	0.101651076	0.076414406	0.699398501	0.635095303	0.495743185	0.693285367	0.12000065	0.086598584	0.108073324	0.773990096	0.882416561	0.6262474	0.758205116	0.150858294	0.116703568
